type,timestamp,brand,total_public_interactions,favorite_count,hashtags,link_url,media_url,retweet_count,tags,text,tm_url,tweet_url,day_of_week,time
photo,2019-06-21T01:51:13+0000,Memphis Grizzlies,213,189,,,https://pbs.twimg.com/ext_tw_video_thumb/1141886202058088448/pu/img/4tNXJfqsGItt1XRl.jpg,24,,"""He's a dynamic player, he makes his teammates better."" - Coach Jenkins on @igotgame_12 https://t.co/pEZdaD44aP",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTYtMTE2MzgwNjk3X3R3ZWV0/,https://www.twitter.com/memgrizz/status/1141886257846542342,Friday,1:51:13
photo,2019-06-21T01:50:01+0000,Chicago Bulls,3709,3212,BullsNation,,https://pbs.twimg.com/media/D9jKPq7XsAUVR5E.jpg,497,,See how #BullsNation reacted to the @CobyWhite pick at the @budweiserusa Draft Party:   (Spoiler alert: they liked it) https://t.co/mq1jtAdUaN,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTAtMTE2Mzc2Mjc1X3R3ZWV0/,https://www.twitter.com/chicagobulls/status/1141885953046405120,Friday,1:50:01
photo,2019-06-21T01:49:40+0000,Memphis Grizzlies,274,241,BeyondGrit,,https://pbs.twimg.com/ext_tw_video_thumb/1141885090768834560/pu/img/Yq_VQySmZEUFnRVv.jpg,33,,What happened when the Point God @igotgame_12 visited Memphis during the pre draft process?   Stay tuned for the next episode of #BeyondGrit premiering tomorrow morning  https://t.co/4IW4XMvrKR,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTYtMTE2MzgwNzYyX3R3ZWV0/,https://www.twitter.com/memgrizz/status/1141885865607778304,Friday,1:49:40
photo,2019-06-21T01:47:47+0000,New Orleans Pelicans,791,704,PelicansDraft,,https://pbs.twimg.com/media/D9jKtYNWwAczu5C.jpg,87,,Welcome to the family!  #PelicansDraft https://t.co/Eq52YfXlb4,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2Mzc4MTkzX3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1141885392905560064,Friday,1:47:47
photo,2019-06-21T01:46:45+0000,Chicago Bulls,766,690,,,https://pbs.twimg.com/media/D9jKBpeXUAAbc3Q.jpg,76,,"""Everyone is telling me Chicago is a great city... I can't wait to be there and explore a little, and get to work."" - @CobyWhite https://t.co/lgRVHYPqk1",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTAtMTE2Mzc2Mjc4X3R3ZWV0/,https://www.twitter.com/chicagobulls/status/1141885132799913984,Friday,1:46:45
photo,2019-06-21T01:44:24+0000,Los Angeles Clippers,685,585,,,https://pbs.twimg.com/media/D9jJoFcW4AAfr2_.jpg,100,,Fisher-Price Hoops to NBA Arenas  @shaiglalex and @TheReal_NAW1 have been dreaming of this. https://t.co/vGwUGRxFnC,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDAtMTE2Mzc0NDYxX3R3ZWV0/,https://www.twitter.com/LAClippers/status/1141884541453443073,Friday,1:44:24
"photo,link",2019-06-21T01:44:24+0000,Detroit Pistons,526,434,Pistons,https://t.co/HpibihVD0r,https://pbs.twimg.com/media/D9jJ5rCXoAEUJ8h.jpg,92,,#Pistons score top-10 talent at No. 15 in Sekou Doumbouya. @Keith_Langlois has the skinny:  https://t.co/HpibihVD0r https://t.co/3hrC3xx3hk,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2Mzc2MzQ2X3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1141884543328239617,Friday,1:44:24
photo,2019-06-21T01:43:56+0000,Chicago Bulls,770,664,,,https://pbs.twimg.com/media/D9jJMBhW4AEU1L3.jpg,106,,"""With being selected (by the Bulls), I'm joining a great organization with a great city and a great fan base"" - @CobyWhite https://t.co/myazaLas9d",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTAtMTE2Mzc2MjgwX3R3ZWV0/,https://www.twitter.com/chicagobulls/status/1141884423102750720,Friday,1:43:56
photo,2019-06-21T01:43:39+0000,Washington Wizards,39140,30129,WizDraft DCFamily,,https://pbs.twimg.com/media/D9jJw4PXUAI6x7t.jpg,9011,,"Ba Cun Toride Xuan Shou , DCheyoukoso!  #WizDraft | #DCFamily https://t.co/amhk7ykA3c",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2Mzc0NDM0X3R3ZWV0/,https://www.twitter.com/WashWizards/status/1141884352038658049,Friday,1:43:39
"photo,link",2019-06-21T01:42:26+0000,Indiana Pacers,121,108,,https://t.co/1MvNDuTcAp,https://pbs.twimg.com/media/D9jJfCaWkAEpsFm.jpg,13,,"""This is a guy we had going in the lottery.""  Coach Nate McMillan is speaking to the media now about our first round draft pick, Goga Bitadze.   Watch live: https://t.co/1MvNDuTcAp https://t.co/klEurbiqDr",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDgtMTE2Mzc4MDEyX3R3ZWV0/,https://www.twitter.com/Pacers/status/1141884044898119680,Friday,1:42:26
link,2019-06-21T01:42:22+0000,Atlanta Hawks,448,377,TrueToAtlanta,https://t.co/1gtV1COLSh,,71,,Let's go   #TrueToAtlanta https://t.co/1gtV1COLSh,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2Mzc2NTkzX3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1141884030125842432,Friday,1:42:22
photo,2019-06-21T01:42:15+0000,New Orleans Pelicans,419,339,NBADraft PelicansDraft,,https://pbs.twimg.com/media/D9jI0sLVUAAqVF6.jpg,80,,.@Zionwilliamson sits down with @espn after being selected as the first pick of the 2019 #NBADraft  #PelicansDraft https://t.co/vyoZCcaVDU,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2Mzc4MTk0X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1141884001017192448,Friday,1:42:15
photo,2019-06-21T01:40:52+0000,Chicago Bulls,2874,2551,,,https://pbs.twimg.com/media/D9jIjaJXoAED4Zq.jpg,323,,"""It feels great. Michael Jordan was the best player to ever do it."" - @CobyWhite response to being asked about being the first Chicago Bull drafted from UNC since MJ. https://t.co/CXmc0ZYQOU",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTAtMTE2Mzc2MzczX3R3ZWV0/,https://www.twitter.com/chicagobulls/status/1141883653980663810,Friday,1:40:52
photo,2019-06-21T01:39:41+0000,Charlotte Hornets,1007,898,BuzzCity HornetsDraft,,https://pbs.twimg.com/ext_tw_video_thumb/1141883318247600128/pu/img/0b26QeWsO1fV88Yb.jpg,109,,Newest Charlotte Hornet @PJWashington with a message for #BuzzCity!! #HornetsDraft https://t.co/cyhv7asauw,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDctMTE2Mzc4MTA3X3R3ZWV0/,https://www.twitter.com/hornets/status/1141883354071150592,Friday,1:39:41
photo,2019-06-21T01:38:20+0000,Detroit Pistons,970,739,DetroitBasketball,,https://pbs.twimg.com/media/D9jIXnLXoAAM26l.jpg,231,,Officially making Sekou the selection. #DetroitBasketball https://t.co/QYNmN9TxhS,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2Mzc2MzM3X3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1141883013254582279,Friday,1:38:20
photo,2019-06-21T01:37:34+0000,Atlanta Hawks,3237,2700,TrueToAtlanta,,https://pbs.twimg.com/ext_tw_video_thumb/1141881895682236417/pu/img/CshB8bFo42iunLS8.jpg,537,,.@TheTraeYoung    @camreddish  #TrueToAtlanta https://t.co/lBqn16X4FO,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2Mzc2NTk1X3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1141882820333383683,Friday,1:37:34
photo,2019-06-21T01:37:05+0000,Sacramento Kings,560,480,,,https://pbs.twimg.com/tweet_video_thumb/D9jIGWxU4AAmWQJ.jpg,80,,https://t.co/5a3pOJVII7,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDgtMTE2Mzc0NDE2X3R3ZWV0/,https://www.twitter.com/SacramentoKings/status/1141882700283797506,Friday,1:37:05
photo,2019-06-21T01:37:00+0000,Indiana Pacers,1851,1576,GoldOnTheClock WeGrowBasketballHere,,https://pbs.twimg.com/media/D9jIPGzWkAAEg6C.jpg,275,,"The 18th pick is in. Welcome to Indiana, Goga Bitadze!   #GoldOnTheClock | #WeGrowBasketballHere https://t.co/kdxgoy5l9X",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDgtMTE2Mzc3OTQ0X3R3ZWV0/,https://www.twitter.com/Pacers/status/1141882678356172800,Friday,1:37:00
photo,2019-06-21T01:35:27+0000,New Orleans Pelicans,1046,846,,,https://pbs.twimg.com/media/D9jH4L1XYAA6po1.jpg,200,,"""Now the joy of my world is in Zion,"" - @MsLaurynHill https://t.co/A8u9YZe3uG",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2Mzc4MjMyX3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1141882290664067077,Friday,1:35:27
"photo,link",2019-06-21T01:35:17+0000,Boston Celtics,925,838,,https://t.co/R7hrMpcL5r,https://pbs.twimg.com/media/D9jH2b0XkAA0ofr.jpg,87,,Show our newest draft pick some love   Rep Romeo: https://t.co/R7hrMpcL5r https://t.co/Gor9eiMMz2,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDYtMTE2Mzc3MTY0X3R3ZWV0/,https://www.twitter.com/celtics/status/1141882245449469952,Friday,1:35:17
photo,2019-06-21T01:34:05+0000,Los Angeles Clippers,511,447,content,,https://pbs.twimg.com/tweet_video_thumb/D9jGmy6X4AEzMAV.jpg,64,,Wholesome #content only.  @shaiglalex welcoming @TheReal_NAW1 to the league https://t.co/xyAJOj15Fi,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDAtMTE2Mzc0NDYzX3R3ZWV0/,https://www.twitter.com/LAClippers/status/1141881946269786112,Friday,1:34:05
photo,2019-06-21T01:33:33+0000,Orlando Magic,2759,2176,,,https://pbs.twimg.com/media/D9jHdCLXsAAuSpT.jpg,583,,"With the 16th pick, the Orlando Magic select @chuma_okeke! https://t.co/ySqC1gVsYq",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTEtMTE2Mzc3NTk1X3R3ZWV0/,https://www.twitter.com/OrlandoMagic/status/1141881811322187776,Friday,1:33:33
photo,2019-06-21T01:31:02+0000,Detroit Pistons,1054,861,DetroitBasketball,,https://pbs.twimg.com/media/D9jGG9dXoAEBzx5.jpg,193,,Sekou on stage. #DetroitBasketball https://t.co/FfgYvMnvFN,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2Mzc2MzM5X3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1141881176472412161,Friday,1:31:02
photo,2019-06-21T01:30:32+0000,New Orleans Pelicans,347,291,PelicansDraft Zion NBADraft,,https://pbs.twimg.com/media/D9jGwu4XkAYOI0U.jpg,56,,Mood all night!! #PelicansDraft #Zion #NBADraft https://t.co/2yTXiIKJyZ,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2Mzc4MjY3X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1141881053071728640,Friday,1:30:32
photo,2019-06-21T01:30:25+0000,Washington Wizards,7856,6422,DCFamily WizDraft,,https://pbs.twimg.com/amplify_video_thumb/1141880409434853377/img/SnQSEjW9KFfkbO4q.jpg,1434,,First message from @rui_8mura to the #DCFamily!  #WizDraft https://t.co/phOjCLjWp9,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2Mzc0NDM1X3R3ZWV0/,https://www.twitter.com/WashWizards/status/1141881023950721025,Friday,1:30:25
photo,2019-06-21T01:30:22+0000,San Antonio Spurs,1657,1397,GoSpursGo NBADraft,,https://pbs.twimg.com/media/D9jE4xXWwAEYNHg.jpg,260,,We're up next!  #GoSpursGo | #NBADraft https://t.co/G0ldDqa1fj,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTQtMTE2Mzc0NDM2X3R3ZWV0/,https://www.twitter.com/spurs/status/1141881007710375936,Friday,1:30:22
link,2019-06-21T01:30:21+0000,Portland Trail Blazers,6244,5372,,https://t.co/sHmpl0iCBh,,872,,league sources tell @trailblazers that @Dame_Lillard is the best rapper in the NBA.   Period. https://t.co/sHmpl0iCBh,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MTktMTE2MzgxMjQyX3R3ZWV0/,https://www.twitter.com/trailblazers/status/1141881004635721728,Friday,1:30:21
"photo,link",2019-06-21T01:29:33+0000,Miami Heat,294,263,,https://t.co/hBcNfOVhlY,https://pbs.twimg.com/media/D9jGLdJW4AEd3Yg.jpg,31,,Make sure you're reppin' our 2019 draft pick with the official @NBA Draft cap!   : https://t.co/hBcNfOVhlY https://t.co/XzOyEU6zks,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDUtMTE2Mzc1MDcyX3R3ZWV0/,https://www.twitter.com/MiamiHEAT/status/1141880803724541952,Friday,1:29:33
photo,2019-06-21T01:28:51+0000,Charlotte Hornets,2000,1765,BuzzCity,,https://pbs.twimg.com/media/D9jGTmfWsAA7VOe.jpg,235,,Purple &amp; Teal   #BuzzCity https://t.co/6NWkDdri4V,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDctMTE2Mzc4MTIwX3R3ZWV0/,https://www.twitter.com/hornets/status/1141880627882528770,Friday,1:28:51
photo,2019-06-21T01:28:23+0000,Indiana Pacers,125,113,GoldOnTheClock,,https://pbs.twimg.com/tweet_video_thumb/D9jBvvhWsAYFonK.jpg,12,,!![?] #GoldOnTheClock RIGHT NOW!![?] https://t.co/0fL10E6rfr,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDgtMTE2Mzc3OTE4X3R3ZWV0/,https://www.twitter.com/Pacers/status/1141880510630830081,Friday,1:28:23
link,2019-06-21T01:28:16+0000,Cleveland Cavaliers,626,577,CavsDraft,https://t.co/n1WXpYws8f,,49,,JC bombs &gt;&gt;&gt; #CavsDraft https://t.co/n1WXpYws8f,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDMtMTE2Mzc3NjgzX3R3ZWV0/,https://www.twitter.com/cavs/status/1141880482965200896,Friday,1:28:16
photo,2019-06-21T01:27:37+0000,Memphis Grizzlies,1085,957,,,https://pbs.twimg.com/ext_tw_video_thumb/1141880276559245314/pu/img/BkYGY3Yz8EDVFNZT.jpg,128,,Issa Family Affair   @igotgame_12 https://t.co/lNPRabcEsU,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTYtMTE2MzgwNjcwX3R3ZWV0/,https://www.twitter.com/memgrizz/status/1141880317713797120,Friday,1:27:37
link,2019-06-21T01:27:25+0000,Atlanta Hawks,167,120,,https://t.co/akNjZCUCuG,,47,,LIVE! Post-Draft presser with GM Travis Schlenk https://t.co/akNjZCUCuG,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2Mzc2NjIyX3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1141880265943310336,Friday,1:27:25
photo,2019-06-21T01:24:23+0000,Cleveland Cavaliers,1745,1564,ThisIsWhyWePlay,,https://pbs.twimg.com/media/D9jFWoyXkAAXoWo.jpg,181,,The family moments. #ThisIsWhyWePlay https://t.co/SyglkdZbAl,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDMtMTE2Mzc3Njg0X3R3ZWV0/,https://www.twitter.com/cavs/status/1141879502273949698,Friday,1:24:23
photo,2019-06-21T01:23:23+0000,Washington Wizards,4561,3620,WizDraft DCFamily,,https://pbs.twimg.com/media/D9jFKenXsAA1iLm.jpg,941,,"After getting selected No. 9 overall, @rui_8mura spoke about being the first Japanese-born player ever drafted in the first round of the @NBADraft.   #WizDraft | #DCFamily https://t.co/XxD9TqAC6A",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2Mzc0NDQyX3R3ZWV0/,https://www.twitter.com/WashWizards/status/1141879251056115713,Friday,1:23:23
photo,2019-06-21T01:23:20+0000,New York Knicks,4052,3045,KnicksDraft2019,,https://pbs.twimg.com/ext_tw_video_thumb/1141879185528492036/pu/img/NoIjzxiLqvSlYS1f.jpg,1007,,"Ladies and gentleman, @RjBarrett6  #KnicksDraft2019 (@SAPSports) https://t.co/pcauIgsSDs",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTItMTE2Mzc3OTcyX3R3ZWV0/,https://www.twitter.com/nyknicks/status/1141879241367314432,Friday,1:23:20
photo,2019-06-21T01:23:08+0000,Boston Celtics,4920,4067,,,https://pbs.twimg.com/amplify_video_thumb/1141878781797380096/img/dYOl5whiCBOMlX1g.jpg,853,,"With the 14th pick, the Celtics select Romeo Langford [?][?] https://t.co/vK6TujTRsl",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDYtMTE2Mzc3MjI3X3R3ZWV0/,https://www.twitter.com/celtics/status/1141879189752221705,Friday,1:23:08
link,2019-06-21T01:22:02+0000,Atlanta Hawks,938,817,,https://t.co/4dn72E22W7,,121,,Same https://t.co/4dn72E22W7,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2Mzc2NzQzX3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1141878912236101632,Friday,1:22:02
link,2019-06-21T01:20:10+0000,Miami Heat,1535,1344,,https://t.co/20UfIGqqBa,,191,,[?] Let's go! https://t.co/20UfIGqqBa,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDUtMTE2Mzc1MTI2X3R3ZWV0/,https://www.twitter.com/MiamiHEAT/status/1141878442771800071,Friday,1:20:10
photo,2019-06-21T01:19:32+0000,Miami Heat,863,697,,,https://pbs.twimg.com/media/D9jEI_bWkAArBwM.jpg,166,,"In his only season at @KentuckyMBB, @raf_tyler averaged 14 points (46.2% FG, 35.5% 3PT FG, 93.5% FT), 4.5 rebounds and 2.5 assists. https://t.co/U86YuH8NfC",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDUtMTE2Mzc1MTE2X3R3ZWV0/,https://www.twitter.com/MiamiHEAT/status/1141878284109721607,Friday,1:19:32
photo,2019-06-21T01:19:19+0000,Charlotte Hornets,521,453,HornetsDraft,,https://pbs.twimg.com/ext_tw_video_thumb/1141878157915643910/pu/img/Y46p4U3zsBmqbrxr.jpg,68,,Positive vibes in Charlotte for @PJWashington   #HornetsDraft https://t.co/zjTVP1dmCG,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDctMTE2Mzc4MTIzX3R3ZWV0/,https://www.twitter.com/hornets/status/1141878228782583809,Friday,1:19:19
photo,2019-06-21T01:17:11+0000,New Orleans Pelicans,1971,1593,PelicansDraft,,https://pbs.twimg.com/ext_tw_video_thumb/1141877632369397760/pu/img/y-NGdRVuXlDnbOwf.jpg,378,,.@Zionwilliamson's reaction to seeing New Orleans celebrate his pick! #PelicansDraft https://t.co/PQGdBtVVTK,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2Mzc4MjY4X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1141877691701977095,Friday,1:17:11
photo,2019-06-21T01:16:57+0000,Charlotte Hornets,450,399,BuzzCity,,https://pbs.twimg.com/media/D9jDY0oWkAA9KXJ.jpg,51,,Take a  at @PJWashington's numbers last year at Kentucky!  #BuzzCity https://t.co/VrNTNKEkQd,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDctMTE2Mzc4MTI1X3R3ZWV0/,https://www.twitter.com/hornets/status/1141877634416205824,Friday,1:16:57
text only,2019-06-21T01:16:05+0000,Orlando Magic,257,241,,,,16,,We're on the clock!,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTEtMTE2Mzc3NjA2X3R3ZWV0/,https://www.twitter.com/OrlandoMagic/status/1141877414634708994,Friday,1:16:05
"photo,link",2019-06-21T01:15:55+0000,New Orleans Pelicans,306,264,,https://t.co/kfgh69rrhC,https://pbs.twimg.com/media/D9jDVJDWkAIvmhr.jpg,42,,"Win a signed @Zionwilliamson jersey, the first of its kind!  Enter here: https://t.co/kfgh69rrhC https://t.co/sRqdmSgkwm",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2Mzc4NDI2X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1141877373010415617,Friday,1:15:55
photo,2019-06-21T01:14:57+0000,Detroit Pistons,3879,2982,DetroitBasketball,,https://pbs.twimg.com/media/D9jB8HqXsAAuOFE.jpg,897,,"Sekou Doumbouya is our selection at 15!  Welcome to the squad, Sekou! #DetroitBasketball https://t.co/iPImqqn3o6",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2Mzc2MzE2X3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1141877128071438337,Friday,1:14:57
photo,2019-06-21T01:14:38+0000,New York Knicks,1423,1192,,,https://pbs.twimg.com/tweet_video_thumb/D9jDD6FXYAE1fcA.jpg,231,,https://t.co/L6MVUQFpJp,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTItMTE2Mzc3OTczX3R3ZWV0/,https://www.twitter.com/nyknicks/status/1141877050510381057,Friday,1:14:38
link,2019-06-21T01:14:28+0000,Atlanta Hawks,1098,956,,https://t.co/xHcF6bs2AG,,142,,https://t.co/xHcF6bs2AG,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2Mzc2ODI2X3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1141877008709967872,Friday,1:14:28
photo,2019-06-21T01:12:47+0000,New Orleans Pelicans,856,749,DraftFest PelicansDraft,,https://pbs.twimg.com/media/D9jCstPXYAArKOm.jpg,107,,.@JahlilOkafor and @Camjordan94 at the #DraftFest showing some love! #PelicansDraft https://t.co/B8uuzrPLTX,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2Mzc4NDA1X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1141876585701789698,Friday,1:12:47
photo,2019-06-21T01:12:15+0000,Milwaukee Bucks,181,165,FearTheDeer,,https://pbs.twimg.com/media/D9jCOIbXkAAfGvW.jpg,16,,Culture &amp; Success.  #FearTheDeer https://t.co/IzCS0xQJzM,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzQ0ODUtMTE2Mzc2NDM2X3R3ZWV0/,https://www.twitter.com/Bucks/status/1141876451043659776,Friday,1:12:15
photo,2019-06-21T01:11:47+0000,Chicago Bulls,1951,1630,BullsNation,,https://pbs.twimg.com/ext_tw_video_thumb/1141876285855207424/pu/img/5O8KRmWK4Qx1w6s1.jpg,321,,"#BullsNation, @CobyWhite has a message for you  https://t.co/xA0kpxdm8j",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTAtMTE2Mzc2MzU0X3R3ZWV0/,https://www.twitter.com/chicagobulls/status/1141876332617437184,Friday,1:11:47
photo,2019-06-21T01:11:24+0000,Atlanta Hawks,5006,4283,,,https://pbs.twimg.com/media/D9jCYqUXoAAWuzR.jpg,723,,confirmed. https://t.co/4stcqlLsuC,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2Mzc2ODMwX3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1141876238014980098,Friday,1:11:24
text only,2019-06-21T01:10:02+0000,Chicago Bulls,518,426,,,,92,,"Learn more about the newest Chicago Bull, @CobyWhite [?]",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTAtMTE2Mzc2Mjg2X3R3ZWV0/,https://www.twitter.com/chicagobulls/status/1141875891095691264,Friday,1:10:02
photo,2019-06-21T01:09:57+0000,Chicago Bulls,1066,910,,,https://pbs.twimg.com/media/D9jCDMmXkAkiaOv.jpg,156,,"""It's a great city and they have a great fan base."" @cobywhite on coming to Chicago  https://t.co/WTtIKRe2Hu",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTAtMTE2Mzc2MzU3X3R3ZWV0/,https://www.twitter.com/chicagobulls/status/1141875873768988673,Friday,1:09:57
photo,2019-06-21T01:09:40+0000,Washington Wizards,4199,3351,WizDraft DCFamily,,https://pbs.twimg.com/media/D9jCIC8XYAAGIc4.jpg,848,,"""I think he's gonna be an excellent NBA player, I love the pick.""  What the @ESPN expert analysts are saying about @rui_8mura's game.  #WizDraft | #DCFamily https://t.co/1rvOcJBOz7",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2MzczNTg2X3R3ZWV0/,https://www.twitter.com/WashWizards/status/1141875801836724224,Friday,1:09:40
photo,2019-06-21T01:08:59+0000,Cleveland Cavaliers,881,766,CavsDraft stoked NBATwitter,,https://pbs.twimg.com/ext_tw_video_thumb/1141875428052951040/pu/img/CDKkVkgpePudIXx3.jpg,115,,"Tonight's #CavsDraft mood: #stoked   Welcome to #NBATwitter, @dariusgarland22!  https://t.co/tpimewa9Xu",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDMtMTE2Mzc3Nzc1X3R3ZWV0/,https://www.twitter.com/cavs/status/1141875628771348480,Friday,1:08:59
photo,2019-06-21T01:08:53+0000,New York Knicks,5803,4752,KnicksDraft2019,,https://pbs.twimg.com/ext_tw_video_thumb/1141874876443181056/pu/img/8leZ_RhuNasRGxz5.jpg,1051,,Let's get to work  #KnicksDraft2019 (@sapsports) https://t.co/lPfQ8UGlKu,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTItMTE2Mzc4MDQ5X3R3ZWV0/,https://www.twitter.com/nyknicks/status/1141875603282583553,Friday,1:08:53
text only,2019-06-21T01:07:53+0000,Detroit Pistons,478,437,,,,41,,Officially on the clock!,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2Mzc2MjkyX3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1141875350944845825,Friday,1:07:53
photo,2019-06-21T01:07:42+0000,Boston Celtics,9430,7201,CelticsDraft,,https://pbs.twimg.com/media/D9jBY2KXoAAEYb5.jpg,2229,,"The pick is in!   Welcome to Boston, Romeo (@yeahyeah22) #CelticsDraft https://t.co/sqrnCiPcIj",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDYtMTE2Mzc3MjQyX3R3ZWV0/,https://www.twitter.com/celtics/status/1141875305428267010,Friday,1:07:42
photo,2019-06-21T01:07:34+0000,Miami Heat,3062,2273,,,https://pbs.twimg.com/media/D9jBcfuWwAYcf0F.jpg,789,,"Welcome to the Culture, @raf_tyler! https://t.co/go3bABG6Ch",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDUtMTE2Mzc1MTE5X3R3ZWV0/,https://www.twitter.com/MiamiHEAT/status/1141875271932489728,Friday,1:07:34
link,2019-06-21T01:05:24+0000,Portland Trail Blazers,493,459,,https://t.co/BJGTlWQAfb,,34,,https://t.co/BJGTlWQAfb,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MTktMTE2MzgxMzA1X3R3ZWV0/,https://www.twitter.com/trailblazers/status/1141874728170209280,Friday,1:05:24
photo,2019-06-21T01:04:19+0000,Memphis Grizzlies,1344,1216,,,https://pbs.twimg.com/ext_tw_video_thumb/1141874198228406272/pu/img/oE3tLtFTeGFYVymn.jpg,128,,"You deserve a chicken tender or two after you achieve your dream of making it to the NBA.   Right, @igotgame_12? https://t.co/wkJQ9rLK8r",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTYtMTE2MzgwNzQ2X3R3ZWV0/,https://www.twitter.com/memgrizz/status/1141874453229518848,Friday,1:04:19
